,en,de,original_de
0,A person is standing next to a wooden fence with flowering trees nearby., Eine Person steht neben einem Zaun neben einem Zaun mit  Bäumen . ,Eine Person steht neben einem Holzzaun in der Nähe von blühenden Bäumen.
0,A fit young woman is kickboxing with a red punching bag at a gym., Eine schöne junge Frau beim  beim  in einer Turnhalle . ,Eine fitte junge Frau übt Kickboxen mit einem roten Boxsack in einer Turnhalle.
0,Lemonade stander worker setting up shop for the day.,   stellt den Tag für ein Geschäft für die Arbeit vor . ,Arbeitskraft an einem Limonadenstand bereitet Laden für den Tag vor.
0,A man sits at brightly colored green and blue booth with ads behind him on the street., Ein Mann sitzt in bunten und grüner Kleidung und mit einer  hinter ihm auf der Straße . ,"Ein Mann sitzt an einem leuchtend bunten, grün-blauen Stand mit Werbung hinter ihm auf der Straße."
0,A youth football game wherein three youths are fighting for a football., Ein Jugendlicher nimmt drei junge  drei Jugendliche ein junger Leute kämpfen . ,"Ein Jugend-Footballspiel, bei dem drei Jugendliche um den Football kämpfen."
0,A man holds a child on his shoulders as a people walk around him.," Ein Mann hält ein Kind auf den Schultern , während Menschen um ihn herum gehen . ","Ein Mann trägt ein Kind auf seinen Schultern, während um ihn herum Menschen gehen."
0,A man in an apron standing in front of food beneath a menu., Ein Mann mit Schürze steht vor einem Essen und unter die Speisekarte . ,"Ein Mann mit einer Schürze steht vor Esswaren, die sich unter einer Speisekarte befinden."
0,Street scene of blond woman in gold coat and pink mini-skirt in front of a rear-facing police motorcycle.,"  in einem blonden , die goldenen Kleid trägt , fährt in einem rosa Rock vor einem  Motorrad . ","Straßenszene mit einer blonden Frau in goldfarbenem Mantel und Minirock vor einem Polizeimotorrad, das von hinten zu sehen ist."
0,Several performers dressed in white clothing and maroon hats are lined up facing each other., Ein  in weißer Kleidung und mit  Hüten stehen von Bäumen gegenüber . ,Mehrere weiß gekleidete Darsteller mit kastanienbraunen Kappen stehen einander in Reihen gegenüber.
0,A white blond lady wearing a blue bag riding a scooter., Eine weiße blonde Dame mit einer blauen Tasche fährt auf einem Roller . ,Eine weißblonde Dame mit einer blauen Tasche fährt auf einem Roller.
0,A woman sitting on a public bench., Eine Frau sitzt auf einer öffentlichen Bank . ,Eine Frau sitzt auf einer öffentlichen Bank.
0,A group of people are sitting at a table outside having drinks and talking., Eine Gruppe Leute sitzt an einem Tisch im Freien und trinkt etwas . ,"Eine Gruppe von Menschen sitzt draußen an einem Tisch, trinkt etwas und unterhält sich."
0,A small Asian girl runs into focus down a brick street., Ein kleines asiatisches Mädchen rennt auf einer  Straße hinunter . ,Ein kleines asiatisches Mädchen rennt entlang einer gepflasterten Straße in den Fokus.
0,A woman and four children are crossing a busy street., Eine Frau und vier Kinder überqueren eine belebte Straße . ,Eine Frau und vier Kinder überqueren eine belebte Straße.
0,Women in ethnic clothing sing together., Frauen in  Kleidung singen zusammen . ,Frauen in ethnischer Kleidung singen zusammen.
0,A woman talks to a young girl over a counter., Eine Frau spricht mit einem jungen Mädchen über eine Theke . ,Eine Frau spricht über eine Theke hinweg mit einem kleinen Mädchen.
0,A woman is barbecuing tasty looking food in the park., Eine Frau grillt in einem Park und schaut in den Park . ,Eine Frau grillt lecker aussehendes Essen im Park.
0,Cop wrestle one man with his hand sticking up in the air as other cops watch.," Ein  ringen mit einer Hand in die Hand in die Hand , während andere in der anderen Personen zuschauen . ","Polizist ringt mit einem Mann, der eine Hand in die Luft streckt, während andere Polizisten zusehen."
0,A man in a black shirt is singing into a microphone., Ein Mann in einem schwarzen Hemd singt in ein Mikrofon . ,Ein Mann in einem schwarzen T-Shirt singt in ein Mikrofon.
0,Two young men in blue jeans and sneakers cross an urban street., Zwei junge Männer in blauen Jeans und Turnschuhen überqueren eine  Straße . ,Zwei junge Männer in Bluejeans und Turnschuhen überqueren eine städtische Straße.
0,Two girls playing on a tree with their dog., Zwei Mädchen spielen auf einem Baum mit ihrem Hund . ,Zwei Mädchen spielen mit ihrem Hund auf einem Baum.
0,There is a young woman with a bag smiling in front of a building., Eine junge Frau mit einer Tasche lächelt vor einem Gebäude . ,Eine junge Frau mit einer Tasche steht vor einem Gebäude und lächelt.
0,A man and woman are walking down a waterside path toward a suspension bridge., Ein Mann und eine Frau gehen auf einem Weg in einer Brücke und untersuchen eine Brücke . ,Ein Mann und eine Frau gehen einen Uferweg entlang auf eine Hängebrücke zu.
0,Three women run barefoot on the sand towards the water., Drei Frauen rennen barfuß über Sand auf das Sand zu . ,Drei Frauen rennen barfuß durch den Sand zum Wasser.
0,A baby sitting on a blue convertible., Ein Baby sitzt auf einem  blauen  . ,Ein Baby sitzt auf einem blauen Cabrio.
0,Two men are looking at the screen of a laptop while one types and one points at the screen.," Zwei Männer schauen auf den Bildschirm eines der  , und der zeigt ein Mädchen zeigt auf den Bildschirm . ","Zwei Männer blicken auf den Bildschirm eines Laptops, während einer schreibt und der andere auf den Bildschirm zeigt."
0,A colorful parade led by a man carrying a red flag., Ein farbenfrohen Umzug wird von einem Mann der Flagge von einer roten Flagge trägt . ,"Eine farbenfrohe Parade, die von einem Mann angeführt wird, der eine rote Fahne trägt."
0,A man in a gray hat and tank top with black shorts doing a handstand., Ein Mann mit einem grauen Hut und schwarzen Oberteil macht mit Handstand einen Handstand . ,"Ein Mann mit einer grauen Mütze, Trägershirt und schwarzen Shorts macht einen Handstand."
0,The women is holding the boy while looking across the street., Die Frauen hält die Jungen und blickt über die Straße . ,"Die Frau hält den Jungen fest, während sie über die Straße blickt."
0,The image shows the reflection of a man and woman located at a terminal of some sort.," Das Bild zeigt die ihr Kind , eine Frau und eine  Frau , die an einem  arbeiten . ",Das Bild zeigt das Spiegelbild eines Mannes und einer Frau an irgendeiner Art von Terminal.
0,A man picks up a dripping wet woman happily., Ein Mann hebt eine nassen Frau glücklich aus . ,Ein fröhlicher Mann hebt eine tropfnasse Frau hoch.
0,The man in the white belt and sunglasses is holding the girl's hand., Der Mann mit weißem Gürtel und Sonnenbrille hält die Hand eines Mädchens . ,Der Mann mit dem weißen Gürtel und der Sonnenbrille hält die Hand des Mädchens.
0,A man is walking down the sidewalk next to a street., Ein Mann geht neben einem Bürgersteig entlang . ,Ein Mann geht neben einer Straße den Gehweg entlang.
0,A man wearing olive drab clothing is holding himself up off the ground with his hands.," Ein Mann in  Kleidung hält sich den  ab , während er mit den Händen hält . ",Ein braunoliv gekleideter Mann hält sich mit seinen Händen über dem Boden.
0,Photographers at a site making a documentary., Fotografen auf einer Baustelle . ,Fotografen machen eine Dokumentation an einem Veranstaltungsort.
0,Man and woman in black stand close together on the street., Mann und eine Frau in schwarzer Kleidung stehen beieinander auf der Straße . ,Mann und Frau in Schwarz stehen eng beieinander auf der Straße.
0,People attending a J.P. Morgan Corporate Challenge., Personen nehmen ein   ein   “ über das steht ein „,Menschen nehmen an einem J.P. Morgan Corporate Challenge teil.
0,The girl and boy are kissing whilst sitting on a wooden bench., Das Mädchen und ein Junge küssen sich auf einer Bank und sitzen auf einer Holzbank . ,"Das Mädchen und der Junge küssen sich, während sie auf einer Holzbank sitzen."
0,A man wearing goggles exits a pool by the ladder., Ein Mann mit Schwimmbrille steigt aus dem Schwimmbecken aus dem Schwimmbecken . ,Ein Mann mit Schwimmbrille steigt über die Leiter aus einem Pool.
0,There is a young woman dressed in green and red with a Mexican flag face-painted on her cheek.," Eine junge Frau in einem grünen , die eine rote Tasche trägt , und eine Flagge auf ihre Hände auf ihre Hände . ","Da ist eine grün und rot gekleidete junge Frau, deren Wange mit einer mexikanischen Flagge geschminkt ist."
0,A helmeted biker flying off a ramp in the woods.," Ein Helm mit Helm fliegt im Wald eine Rampe hoch , durch die Wald zu sehen ist",Ein behelmter Radfahrer fliegt über eine Rampe im Wald.
0,Two women dressed in all white and wearing high heels are walking on the street.," Zwei Frauen , die alle weiß gekleidet sind , und hohen Schuhen tragen die Straße entlang . ",Zwei ganz in Weiß gekleidete Frauen mit hohen Absätzen gehen auf der Straße.
0,An indian man walks past a temple on his way to pray., Ein indischer Mann geht an einem chinesischen Ort vorbei und stellt seine Arbeit um zu nehmen . ,Ein indischer Mann geht auf dem Weg zum Gebet an einem Tempel vorbei.
0,"A well built black man stands in the subway, listening to headphones.", Ein gut gekleideter dunkelhäutiger Mann steht in der U-Bahn und hört Kopfhörer zu . ,Ein gut gebauter Schwarzer steht in der U-Bahn und hört dabei etwas über Kopfhörer.
0,Two men sitting outside having a conversation by a Free Advice sign.," Zwei Männer sitzen draußen und unterhalten sich bei einem Schild von ihnen , über ein Schild von ihnen steht",Zwei Männer sitzen im Freien und unterhalten sich neben einem Schild für kostenlose Beratung.
0,"A woman in a red dress with red-hair standing before a bright, multicolored home.", Eine Frau in einem roten Kleid mit roten Haaren steht vor einem bunten Haus . ,Eine Frau mit einem roten Kleid und rotem Haar steht vor einem leuchtend bunten Haus.
0,A woman is rollerblading in a skimpy uniform., Eine Frau fährt in Rollerblades in einem Bett . ,Eine Frau in knapper Sportkleidung fährt Rollschuh.
0,A woman in a black dress and fluffy earmuffs walking down the street., Eine Frau in einem schwarzen Kleid und mit einer beigefarbenen Straße entlang geht die Straße entlang . ,Eine Frau mit schwarzem Kleid und flauschigen Ohrenschützern geht die Straße entlang.
0,There are many people in a building with some people cooking food.," Viele Menschen in einem Gebäude , um etwas zu essen . ",Da sind viele Menschen in einem Gebäude und ein paar Menschen kochen etwas zu essen.
0,People trying out foods from a local bakery at a local potluck.," Leute , die in einem örtlichen örtlichen örtlichen örtlichen örtlichen örtlichen Veranstaltung versuchen , werden . ",Menschen probieren das Essen einer lokalen Bäckerei bei einem lokalen Potluck.
0,"A view of a street lined with large, clean buildings.", Eine von Bäumen auf einer Straße mit großen Gebäuden reinigen . ,"Blick in eine Straße, die von großen, sauberen Gebäuden gesäumt wird."
0,A girl with blue dreadlocks is sitting on the side of the road., Ein Mädchen mit blauen Dreadlocks sitzt am Straßenrand . ,Ein Mädchen mit blauen Rastalocken sitzt am Straßenrand.
0,A man in a Denver Broncos jersey is tailgating with his friends., Ein Mann in einem   mit Freunden . ,Ein Mann in einem Denver Broncos-Trikot macht ein Parkplatzpicknick mit seinen Freunden.
0,A woman being entertained by a clown at a local fair., Eine Frau hat ein Clown bei einem Jahrmarkt ein Jahrmarkt gezeigt . ,Eine Frau wird auf einem Jahrmarkt von einem Clown unterhalten.
0,A man in a long blue cape walks into an old stone building., Ein Mann in einem langen blauen Umhang geht in eine alten Gebäudes aus . ,Ein Mann in einem langen blauen Cape geht in ein altes Steingebäude.
0,A lady in a bright pink shirt is pulling a hot food cart., Eine Frau in einem leuchtend rosa Oberteil zieht einen heißen Wagen . ,Eine Dame in einer leuchtend pinkfarbenen Bluse zieht einen Wagen mit warmem Essen.
0,A person with long blue hair standing behind a large crowd of people., Eine Person mit langen blauen Haaren steht hinter einer großen Menschenmenge . ,Eine Person mit langem blauen Haar steht hinter einer großen Menschenmenge.
0,"A group of beach-goers are holding hands forming a line facing the water, down the beach."," Eine  einer  hält sich an den Händen und hält eine Reihe von dem Strand , die am Strand   . ",Eine Gruppe von Strandbesuchern hält sich an den Händen und bildet am Strand entlang eine Reihe mit Blick zum Wasser.
0,A man in a white shirt plays the violin on the streets., Ein Mann in einem weißen Hemd spielt auf der Straße Geige . ,Ein Mann in einem weißen T-Shirt spielt Geige auf der Straße.
0,"A lot of people walking on a dirt road, wearing summer clothes on a sunny day.", Eine Menge Leute geht an einem sonnigen Tag eine  entlang und trägt dabei einen sonnigen Tag . ,Viele Menschen in Sommerkleidung gehen an einem sonnigen Tag auf einer unbefestigten Straße.
0,Two people in full body solid color spandex suits sit in chairs in an audience., Zwei Personen in einer Gewässer voller  die  sitzen und sitzen in einem Publikum . ,Zwei Menschen in einfarbigen Ganzkörperanzügen aus Elasthan sitzen auf Stühlen in einem Publikum.
0,"A black man, wearing a cap, is sitting in a bus.", Ein schwarzer Mann mit Mütze sitzt in einem Bus . ,Ein schwarzer Mann mit einer Kappe sitzt in einem Bus.
0,A gentleman coming out of a laundromat., Ein Herr kommt in einem Waschsalon . ,Ein Herr kommt aus einem Waschsalon.
